image,source,type_degradation,niveau
degraded\portable_electronics\079_bad_crop_high.jpg,originals\portable_electronics\POR_019.jpg,bad_crop,high
degraded\portable_electronics\079_lowres_low.jpg,originals\portable_electronics\POR_019.jpg,lowres,low
degraded\portable_electronics\079_lowres_medium.jpg,originals\portable_electronics\POR_019.jpg,lowres,medium
degraded\portable_electronics\079_lowres_high.jpg,originals\portable_electronics\POR_019.jpg,lowres,high
degraded\portable_electronics\079_jpeg_low.jpg,originals\portable_electronics\POR_019.jpg,jpeg,low
degraded\portable_electronics\079_jpeg_medium.jpg,originals\portable_electronics\POR_019.jpg,jpeg,medium
degraded\portable_electronics\079_jpeg_high.jpg,originals\portable_electronics\POR_019.jpg,jpeg,high
degraded\portable_electronics\080_blur_low.jpg,originals\portable_electronics\POR_020.jpg,blur,low
degraded\portable_electronics\080_blur_medium.jpg,originals\portable_electronics\POR_020.jpg,blur,medium
degraded\portable_electronics\080_blur_high.jpg,originals\portable_electronics\POR_020.jpg,blur,high
degraded\portable_electronics\080_underexposure_low.jpg,originals\portable_electronics\POR_020.jpg,underexposure,low
degraded\portable_electronics\080_underexposure_medium.jpg,originals\portable_electronics\POR_020.jpg,underexposure,medium
degraded\portable_electronics\080_underexposure_high.jpg,originals\portable_electronics\POR_020.jpg,underexposure,high
degraded\portable_electronics\080_overexposure_low.jpg,originals\portable_electronics\POR_020.jpg,overexposure,low
degraded\portable_electronics\080_overexposure_medium.jpg,originals\portable_electronics\POR_020.jpg,overexposure,medium
degraded\portable_electronics\080_overexposure_high.jpg,originals\portable_electronics\POR_020.jpg,overexposure,high
degraded\portable_electronics\080_bad_crop_low.jpg,originals\portable_electronics\POR_020.jpg,bad_crop,low
degraded\portable_electronics\080_bad_crop_medium.jpg,originals\portable_electronics\POR_020.jpg,bad_crop,medium
degraded\portable_electronics\080_bad_crop_high.jpg,originals\portable_electronics\POR_020.jpg,bad_crop,high
degraded\portable_electronics\080_lowres_low.jpg,originals\portable_electronics\POR_020.jpg,lowres,low
degraded\portable_electronics\080_lowres_medium.jpg,originals\portable_electronics\POR_020.jpg,lowres,medium
degraded\portable_electronics\080_lowres_high.jpg,originals\portable_electronics\POR_020.jpg,lowres,high
degraded\portable_electronics\080_jpeg_low.jpg,originals\portable_electronics\POR_020.jpg,jpeg,low
degraded\portable_electronics\080_jpeg_medium.jpg,originals\portable_electronics\POR_020.jpg,jpeg,medium
degraded\portable_electronics\080_jpeg_high.jpg,originals\portable_electronics\POR_020.jpg,jpeg,high
degraded\portable_electronics\081_blur_low.jpg,originals\portable_electronics\POR_021.jpg,blur,low
degraded\portable_electronics\081_blur_medium.jpg,originals\portable_electronics\POR_021.jpg,blur,medium
degraded\portable_electronics\081_blur_high.jpg,originals\portable_electronics\POR_021.jpg,blur,high
degraded\portable_electronics\081_underexposure_low.jpg,originals\portable_electronics\POR_021.jpg,underexposure,low
degraded\portable_electronics\081_underexposure_medium.jpg,originals\portable_electronics\POR_021.jpg,underexposure,medium
degraded\portable_electronics\081_underexposure_high.jpg,originals\portable_electronics\POR_021.jpg,underexposure,high
degraded\portable_electronics\081_overexposure_low.jpg,originals\portable_electronics\POR_021.jpg,overexposure,low
degraded\portable_electronics\081_overexposure_medium.jpg,originals\portable_electronics\POR_021.jpg,overexposure,medium
degraded\portable_electronics\081_overexposure_high.jpg,originals\portable_electronics\POR_021.jpg,overexposure,high
degraded\portable_electronics\081_bad_crop_low.jpg,originals\portable_electronics\POR_021.jpg,bad_crop,low
degraded\portable_electronics\081_bad_crop_medium.jpg,originals\portable_electronics\POR_021.jpg,bad_crop,medium
degraded\portable_electronics\081_bad_crop_high.jpg,originals\portable_electronics\POR_021.jpg,bad_crop,high
degraded\portable_electronics\081_lowres_low.jpg,originals\portable_electronics\POR_021.jpg,lowres,low
degraded\portable_electronics\081_lowres_medium.jpg,originals\portable_electronics\POR_021.jpg,lowres,medium
degraded\portable_electronics\081_lowres_high.jpg,originals\portable_electronics\POR_021.jpg,lowres,high
degraded\portable_electronics\081_jpeg_low.jpg,originals\portable_electronics\POR_021.jpg,jpeg,low
degraded\portable_electronics\081_jpeg_medium.jpg,originals\portable_electronics\POR_021.jpg,jpeg,medium
degraded\portable_electronics\081_jpeg_high.jpg,originals\portable_electronics\POR_021.jpg,jpeg,high
degraded\portable_electronics\082_blur_low.jpg,originals\portable_electronics\POR_022.jpg,blur,low
degraded\portable_electronics\082_blur_medium.jpg,originals\portable_electronics\POR_022.jpg,blur,medium
degraded\portable_electronics\082_blur_high.jpg,originals\portable_electronics\POR_022.jpg,blur,high
degraded\portable_electronics\082_underexposure_low.jpg,originals\portable_electronics\POR_022.jpg,underexposure,low
degraded\portable_electronics\082_underexposure_medium.jpg,originals\portable_electronics\POR_022.jpg,underexposure,medium
degraded\portable_electronics\082_underexposure_high.jpg,originals\portable_electronics\POR_022.jpg,underexposure,high
degraded\portable_electronics\082_overexposure_low.jpg,originals\portable_electronics\POR_022.jpg,overexposure,low
degraded\portable_electronics\082_overexposure_medium.jpg,originals\portable_electronics\POR_022.jpg,overexposure,medium
degraded\portable_electronics\082_overexposure_high.jpg,originals\portable_electronics\POR_022.jpg,overexposure,high
degraded\portable_electronics\082_bad_crop_low.jpg,originals\portable_electronics\POR_022.jpg,bad_crop,low
degraded\portable_electronics\082_bad_crop_medium.jpg,originals\portable_electronics\POR_022.jpg,bad_crop,medium
degraded\portable_electronics\082_bad_crop_high.jpg,originals\portable_electronics\POR_022.jpg,bad_crop,high
degraded\portable_electronics\082_lowres_low.jpg,originals\portable_electronics\POR_022.jpg,lowres,low
degraded\portable_electronics\082_lowres_medium.jpg,originals\portable_electronics\POR_022.jpg,lowres,medium
degraded\portable_electronics\082_lowres_high.jpg,originals\portable_electronics\POR_022.jpg,lowres,high
degraded\portable_electronics\082_jpeg_low.jpg,originals\portable_electronics\POR_022.jpg,jpeg,low
degraded\portable_electronics\082_jpeg_medium.jpg,originals\portable_electronics\POR_022.jpg,jpeg,medium
degraded\portable_electronics\082_jpeg_high.jpg,originals\portable_electronics\POR_022.jpg,jpeg,high
degraded\portable_electronics\083_blur_low.jpg,originals\portable_electronics\POR_023.jpg,blur,low
degraded\portable_electronics\083_blur_medium.jpg,originals\portable_electronics\POR_023.jpg,blur,medium
degraded\portable_electronics\083_blur_high.jpg,originals\portable_electronics\POR_023.jpg,blur,high
degraded\portable_electronics\083_underexposure_low.jpg,originals\portable_electronics\POR_023.jpg,underexposure,low
degraded\portable_electronics\083_underexposure_medium.jpg,originals\portable_electronics\POR_023.jpg,underexposure,medium
degraded\portable_electronics\083_underexposure_high.jpg,originals\portable_electronics\POR_023.jpg,underexposure,high
degraded\portable_electronics\083_overexposure_low.jpg,originals\portable_electronics\POR_023.jpg,overexposure,low
degraded\portable_electronics\083_overexposure_medium.jpg,originals\portable_electronics\POR_023.jpg,overexposure,medium
degraded\portable_electronics\083_overexposure_high.jpg,originals\portable_electronics\POR_023.jpg,overexposure,high
degraded\portable_electronics\083_bad_crop_low.jpg,originals\portable_electronics\POR_023.jpg,bad_crop,low
degraded\portable_electronics\083_bad_crop_medium.jpg,originals\portable_electronics\POR_023.jpg,bad_crop,medium
degraded\portable_electronics\083_bad_crop_high.jpg,originals\portable_electronics\POR_023.jpg,bad_crop,high
degraded\portable_electronics\083_lowres_low.jpg,originals\portable_electronics\POR_023.jpg,lowres,low
degraded\portable_electronics\083_lowres_medium.jpg,originals\portable_electronics\POR_023.jpg,lowres,medium
degraded\portable_electronics\083_lowres_high.jpg,originals\portable_electronics\POR_023.jpg,lowres,high
degraded\portable_electronics\083_jpeg_low.jpg,originals\portable_electronics\POR_023.jpg,jpeg,low
degraded\portable_electronics\083_jpeg_medium.jpg,originals\portable_electronics\POR_023.jpg,jpeg,medium
degraded\portable_electronics\083_jpeg_high.jpg,originals\portable_electronics\POR_023.jpg,jpeg,high
degraded\portable_electronics\084_blur_low.jpg,originals\portable_electronics\POR_024.jpg,blur,low
degraded\portable_electronics\084_blur_medium.jpg,originals\portable_electronics\POR_024.jpg,blur,medium
degraded\portable_electronics\084_blur_high.jpg,originals\portable_electronics\POR_024.jpg,blur,high
degraded\portable_electronics\084_underexposure_low.jpg,originals\portable_electronics\POR_024.jpg,underexposure,low
degraded\portable_electronics\084_underexposure_medium.jpg,originals\portable_electronics\POR_024.jpg,underexposure,medium
degraded\portable_electronics\084_underexposure_high.jpg,originals\portable_electronics\POR_024.jpg,underexposure,high
degraded\portable_electronics\084_overexposure_low.jpg,originals\portable_electronics\POR_024.jpg,overexposure,low
degraded\portable_electronics\084_overexposure_medium.jpg,originals\portable_electronics\POR_024.jpg,overexposure,medium
degraded\portable_electronics\084_overexposure_high.jpg,originals\portable_electronics\POR_024.jpg,overexposure,high
degraded\portable_electronics\084_bad_crop_low.jpg,originals\portable_electronics\POR_024.jpg,bad_crop,low
degraded\portable_electronics\084_bad_crop_medium.jpg,originals\portable_electronics\POR_024.jpg,bad_crop,medium
degraded\portable_electronics\084_bad_crop_high.jpg,originals\portable_electronics\POR_024.jpg,bad_crop,high
degraded\portable_electronics\084_lowres_low.jpg,originals\portable_electronics\POR_024.jpg,lowres,low
degraded\portable_electronics\084_lowres_medium.jpg,originals\portable_electronics\POR_024.jpg,lowres,medium
degraded\portable_electronics\084_lowres_high.jpg,originals\portable_electronics\POR_024.jpg,lowres,high
degraded\portable_electronics\084_jpeg_low.jpg,originals\portable_electronics\POR_024.jpg,jpeg,low
degraded\portable_electronics\084_jpeg_medium.jpg,originals\portable_electronics\POR_024.jpg,jpeg,medium
degraded\portable_electronics\084_jpeg_high.jpg,originals\portable_electronics\POR_024.jpg,jpeg,high
degraded\portable_electronics\085_blur_low.jpg,originals\portable_electronics\POR_025.jpg,blur,low
degraded\portable_electronics\085_blur_medium.jpg,originals\portable_electronics\POR_025.jpg,blur,medium
degraded\portable_electronics\085_blur_high.jpg,originals\portable_electronics\POR_025.jpg,blur,high
degraded\portable_electronics\085_underexposure_low.jpg,originals\portable_electronics\POR_025.jpg,underexposure,low
degraded\portable_electronics\085_underexposure_medium.jpg,originals\portable_electronics\POR_025.jpg,underexposure,medium
degraded\portable_electronics\085_underexposure_high.jpg,originals\portable_electronics\POR_025.jpg,underexposure,high
degraded\portable_electronics\085_overexposure_low.jpg,originals\portable_electronics\POR_025.jpg,overexposure,low
degraded\portable_electronics\085_overexposure_medium.jpg,originals\portable_electronics\POR_025.jpg,overexposure,medium
degraded\portable_electronics\085_overexposure_high.jpg,originals\portable_electronics\POR_025.jpg,overexposure,high
degraded\portable_electronics\085_bad_crop_low.jpg,originals\portable_electronics\POR_025.jpg,bad_crop,low
degraded\portable_electronics\085_bad_crop_medium.jpg,originals\portable_electronics\POR_025.jpg,bad_crop,medium
degraded\portable_electronics\085_bad_crop_high.jpg,originals\portable_electronics\POR_025.jpg,bad_crop,high
degraded\portable_electronics\085_lowres_low.jpg,originals\portable_electronics\POR_025.jpg,lowres,low
degraded\portable_electronics\085_lowres_medium.jpg,originals\portable_electronics\POR_025.jpg,lowres,medium
degraded\portable_electronics\085_lowres_high.jpg,originals\portable_electronics\POR_025.jpg,lowres,high
degraded\portable_electronics\085_jpeg_low.jpg,originals\portable_electronics\POR_025.jpg,jpeg,low
degraded\portable_electronics\085_jpeg_medium.jpg,originals\portable_electronics\POR_025.jpg,jpeg,medium
degraded\portable_electronics\085_jpeg_high.jpg,originals\portable_electronics\POR_025.jpg,jpeg,high
degraded\portable_electronics\086_blur_low.jpg,originals\portable_electronics\POR_026.jpg,blur,low
degraded\portable_electronics\086_blur_medium.jpg,originals\portable_electronics\POR_026.jpg,blur,medium
degraded\portable_electronics\086_blur_high.jpg,originals\portable_electronics\POR_026.jpg,blur,high
degraded\portable_electronics\086_underexposure_low.jpg,originals\portable_electronics\POR_026.jpg,underexposure,low
degraded\portable_electronics\086_underexposure_medium.jpg,originals\portable_electronics\POR_026.jpg,underexposure,medium
degraded\portable_electronics\086_underexposure_high.jpg,originals\portable_electronics\POR_026.jpg,underexposure,high
degraded\portable_electronics\086_overexposure_low.jpg,originals\portable_electronics\POR_026.jpg,overexposure,low
degraded\portable_electronics\086_overexposure_medium.jpg,originals\portable_electronics\POR_026.jpg,overexposure,medium
degraded\portable_electronics\086_overexposure_high.jpg,originals\portable_electronics\POR_026.jpg,overexposure,high
degraded\portable_electronics\086_bad_crop_low.jpg,originals\portable_electronics\POR_026.jpg,bad_crop,low
degraded\portable_electronics\086_bad_crop_medium.jpg,originals\portable_electronics\POR_026.jpg,bad_crop,medium
degraded\portable_electronics\086_bad_crop_high.jpg,originals\portable_electronics\POR_026.jpg,bad_crop,high
degraded\portable_electronics\086_lowres_low.jpg,originals\portable_electronics\POR_026.jpg,lowres,low
degraded\portable_electronics\086_lowres_medium.jpg,originals\portable_electronics\POR_026.jpg,lowres,medium
degraded\portable_electronics\086_lowres_high.jpg,originals\portable_electronics\POR_026.jpg,lowres,high
degraded\portable_electronics\086_jpeg_low.jpg,originals\portable_electronics\POR_026.jpg,jpeg,low
degraded\portable_electronics\086_jpeg_medium.jpg,originals\portable_electronics\POR_026.jpg,jpeg,medium
degraded\portable_electronics\086_jpeg_high.jpg,originals\portable_electronics\POR_026.jpg,jpeg,high
degraded\portable_electronics\087_blur_low.jpg,originals\portable_electronics\POR_027.jpg,blur,low
degraded\portable_electronics\087_blur_medium.jpg,originals\portable_electronics\POR_027.jpg,blur,medium
degraded\portable_electronics\087_blur_high.jpg,originals\portable_electronics\POR_027.jpg,blur,high
degraded\portable_electronics\087_underexposure_low.jpg,originals\portable_electronics\POR_027.jpg,underexposure,low
degraded\portable_electronics\087_underexposure_medium.jpg,originals\portable_electronics\POR_027.jpg,underexposure,medium
degraded\portable_electronics\087_underexposure_high.jpg,originals\portable_electronics\POR_027.jpg,underexposure,high
degraded\portable_electronics\087_overexposure_low.jpg,originals\portable_electronics\POR_027.jpg,overexposure,low
degraded\portable_electronics\087_overexposure_medium.jpg,originals\portable_electronics\POR_027.jpg,overexposure,medium
degraded\portable_electronics\087_overexposure_high.jpg,originals\portable_electronics\POR_027.jpg,overexposure,high
degraded\portable_electronics\087_bad_crop_low.jpg,originals\portable_electronics\POR_027.jpg,bad_crop,low
degraded\portable_electronics\087_bad_crop_medium.jpg,originals\portable_electronics\POR_027.jpg,bad_crop,medium
degraded\portable_electronics\087_bad_crop_high.jpg,originals\portable_electronics\POR_027.jpg,bad_crop,high
degraded\portable_electronics\087_lowres_low.jpg,originals\portable_electronics\POR_027.jpg,lowres,low
degraded\portable_electronics\087_lowres_medium.jpg,originals\portable_electronics\POR_027.jpg,lowres,medium
degraded\portable_electronics\087_lowres_high.jpg,originals\portable_electronics\POR_027.jpg,lowres,high
degraded\portable_electronics\087_jpeg_low.jpg,originals\portable_electronics\POR_027.jpg,jpeg,low
degraded\portable_electronics\087_jpeg_medium.jpg,originals\portable_electronics\POR_027.jpg,jpeg,medium
degraded\portable_electronics\087_jpeg_high.jpg,originals\portable_electronics\POR_027.jpg,jpeg,high
degraded\portable_electronics\088_blur_low.jpg,originals\portable_electronics\POR_028.jpg,blur,low
degraded\portable_electronics\088_blur_medium.jpg,originals\portable_electronics\POR_028.jpg,blur,medium
degraded\portable_electronics\088_blur_high.jpg,originals\portable_electronics\POR_028.jpg,blur,high
degraded\portable_electronics\088_underexposure_low.jpg,originals\portable_electronics\POR_028.jpg,underexposure,low
degraded\portable_electronics\088_underexposure_medium.jpg,originals\portable_electronics\POR_028.jpg,underexposure,medium
degraded\portable_electronics\088_underexposure_high.jpg,originals\portable_electronics\POR_028.jpg,underexposure,high
degraded\portable_electronics\088_overexposure_low.jpg,originals\portable_electronics\POR_028.jpg,overexposure,low
degraded\portable_electronics\088_overexposure_medium.jpg,originals\portable_electronics\POR_028.jpg,overexposure,medium
degraded\portable_electronics\088_overexposure_high.jpg,originals\portable_electronics\POR_028.jpg,overexposure,high
degraded\portable_electronics\088_bad_crop_low.jpg,originals\portable_electronics\POR_028.jpg,bad_crop,low
degraded\portable_electronics\088_bad_crop_medium.jpg,originals\portable_electronics\POR_028.jpg,bad_crop,medium
degraded\portable_electronics\088_bad_crop_high.jpg,originals\portable_electronics\POR_028.jpg,bad_crop,high
degraded\portable_electronics\088_lowres_low.jpg,originals\portable_electronics\POR_028.jpg,lowres,low
degraded\portable_electronics\088_lowres_medium.jpg,originals\portable_electronics\POR_028.jpg,lowres,medium
degraded\portable_electronics\088_lowres_high.jpg,originals\portable_electronics\POR_028.jpg,lowres,high
degraded\portable_electronics\088_jpeg_low.jpg,originals\portable_electronics\POR_028.jpg,jpeg,low
degraded\portable_electronics\088_jpeg_medium.jpg,originals\portable_electronics\POR_028.jpg,jpeg,medium
degraded\portable_electronics\088_jpeg_high.jpg,originals\portable_electronics\POR_028.jpg,jpeg,high
degraded\portable_electronics\089_blur_low.jpg,originals\portable_electronics\POR_029.jpg,blur,low
degraded\portable_electronics\089_blur_medium.jpg,originals\portable_electronics\POR_029.jpg,blur,medium
degraded\portable_electronics\089_blur_high.jpg,originals\portable_electronics\POR_029.jpg,blur,high
degraded\portable_electronics\089_underexposure_low.jpg,originals\portable_electronics\POR_029.jpg,underexposure,low
degraded\portable_electronics\089_underexposure_medium.jpg,originals\portable_electronics\POR_029.jpg,underexposure,medium
degraded\portable_electronics\089_underexposure_high.jpg,originals\portable_electronics\POR_029.jpg,underexposure,high
degraded\portable_electronics\089_overexposure_low.jpg,originals\portable_electronics\POR_029.jpg,overexposure,low
degraded\portable_electronics\089_overexposure_medium.jpg,originals\portable_electronics\POR_029.jpg,overexposure,medium
degraded\portable_electronics\089_overexposure_high.jpg,originals\portable_electronics\POR_029.jpg,overexposure,high
degraded\portable_electronics\089_bad_crop_low.jpg,originals\portable_electronics\POR_029.jpg,bad_crop,low
degraded\portable_electronics\089_bad_crop_medium.jpg,originals\portable_electronics\POR_029.jpg,bad_crop,medium
degraded\portable_electronics\089_bad_crop_high.jpg,originals\portable_electronics\POR_029.jpg,bad_crop,high
degraded\portable_electronics\089_lowres_low.jpg,originals\portable_electronics\POR_029.jpg,lowres,low
degraded\portable_electronics\089_lowres_medium.jpg,originals\portable_electronics\POR_029.jpg,lowres,medium
degraded\portable_electronics\089_lowres_high.jpg,originals\portable_electronics\POR_029.jpg,lowres,high
degraded\portable_electronics\089_jpeg_low.jpg,originals\portable_electronics\POR_029.jpg,jpeg,low
degraded\portable_electronics\089_jpeg_medium.jpg,originals\portable_electronics\POR_029.jpg,jpeg,medium
degraded\portable_electronics\089_jpeg_high.jpg,originals\portable_electronics\POR_029.jpg,jpeg,high
degraded\portable_electronics\090_blur_low.jpg,originals\portable_electronics\POR_030.jpg,blur,low
degraded\portable_electronics\090_blur_medium.jpg,originals\portable_electronics\POR_030.jpg,blur,medium
degraded\portable_electronics\090_blur_high.jpg,originals\portable_electronics\POR_030.jpg,blur,high
degraded\portable_electronics\090_underexposure_low.jpg,originals\portable_electronics\POR_030.jpg,underexposure,low
degraded\portable_electronics\090_underexposure_medium.jpg,originals\portable_electronics\POR_030.jpg,underexposure,medium
degraded\portable_electronics\090_underexposure_high.jpg,originals\portable_electronics\POR_030.jpg,underexposure,high
degraded\portable_electronics\090_overexposure_low.jpg,originals\portable_electronics\POR_030.jpg,overexposure,low
degraded\portable_electronics\090_overexposure_medium.jpg,originals\portable_electronics\POR_030.jpg,overexposure,medium
degraded\portable_electronics\090_overexposure_high.jpg,originals\portable_electronics\POR_030.jpg,overexposure,high
degraded\portable_electronics\090_bad_crop_low.jpg,originals\portable_electronics\POR_030.jpg,bad_crop,low
degraded\portable_electronics\090_bad_crop_medium.jpg,originals\portable_electronics\POR_030.jpg,bad_crop,medium
degraded\portable_electronics\090_bad_crop_high.jpg,originals\portable_electronics\POR_030.jpg,bad_crop,high
degraded\portable_electronics\090_lowres_low.jpg,originals\portable_electronics\POR_030.jpg,lowres,low
degraded\portable_electronics\090_lowres_medium.jpg,originals\portable_electronics\POR_030.jpg,lowres,medium
degraded\portable_electronics\090_lowres_high.jpg,originals\portable_electronics\POR_030.jpg,lowres,high
degraded\portable_electronics\090_jpeg_low.jpg,originals\portable_electronics\POR_030.jpg,jpeg,low
degraded\portable_electronics\090_jpeg_medium.jpg,originals\portable_electronics\POR_030.jpg,jpeg,medium
degraded\portable_electronics\090_jpeg_high.jpg,originals\portable_electronics\POR_030.jpg,jpeg,high
degraded\portable_electronics\091_blur_low.jpg,originals\portable_electronics\POR_031.jpg,blur,low
degraded\portable_electronics\091_blur_medium.jpg,originals\portable_electronics\POR_031.jpg,blur,medium
degraded\portable_electronics\091_blur_high.jpg,originals\portable_electronics\POR_031.jpg,blur,high
degraded\portable_electronics\091_underexposure_low.jpg,originals\portable_electronics\POR_031.jpg,underexposure,low
degraded\portable_electronics\091_underexposure_medium.jpg,originals\portable_electronics\POR_031.jpg,underexposure,medium
degraded\portable_electronics\091_underexposure_high.jpg,originals\portable_electronics\POR_031.jpg,underexposure,high
degraded\portable_electronics\091_overexposure_low.jpg,originals\portable_electronics\POR_031.jpg,overexposure,low
degraded\portable_electronics\091_overexposure_medium.jpg,originals\portable_electronics\POR_031.jpg,overexposure,medium
degraded\portable_electronics\091_overexposure_high.jpg,originals\portable_electronics\POR_031.jpg,overexposure,high
degraded\portable_electronics\091_bad_crop_low.jpg,originals\portable_electronics\POR_031.jpg,bad_crop,low
degraded\portable_electronics\091_bad_crop_medium.jpg,originals\portable_electronics\POR_031.jpg,bad_crop,medium
degraded\portable_electronics\091_bad_crop_high.jpg,originals\portable_electronics\POR_031.jpg,bad_crop,high
degraded\portable_electronics\091_lowres_low.jpg,originals\portable_electronics\POR_031.jpg,lowres,low
degraded\portable_electronics\091_lowres_medium.jpg,originals\portable_electronics\POR_031.jpg,lowres,medium
degraded\portable_electronics\091_lowres_high.jpg,originals\portable_electronics\POR_031.jpg,lowres,high
degraded\portable_electronics\091_jpeg_low.jpg,originals\portable_electronics\POR_031.jpg,jpeg,low
degraded\portable_electronics\091_jpeg_medium.jpg,originals\portable_electronics\POR_031.jpg,jpeg,medium
degraded\portable_electronics\091_jpeg_high.jpg,originals\portable_electronics\POR_031.jpg,jpeg,high
degraded\portable_electronics\092_blur_low.jpg,originals\portable_electronics\POR_032.jpg,blur,low
degraded\portable_electronics\092_blur_medium.jpg,originals\portable_electronics\POR_032.jpg,blur,medium
degraded\portable_electronics\092_blur_high.jpg,originals\portable_electronics\POR_032.jpg,blur,high
degraded\portable_electronics\092_underexposure_low.jpg,originals\portable_electronics\POR_032.jpg,underexposure,low
degraded\portable_electronics\092_underexposure_medium.jpg,originals\portable_electronics\POR_032.jpg,underexposure,medium
degraded\portable_electronics\092_underexposure_high.jpg,originals\portable_electronics\POR_032.jpg,underexposure,high
degraded\portable_electronics\092_overexposure_low.jpg,originals\portable_electronics\POR_032.jpg,overexposure,low
degraded\portable_electronics\092_overexposure_medium.jpg,originals\portable_electronics\POR_032.jpg,overexposure,medium
degraded\portable_electronics\092_overexposure_high.jpg,originals\portable_electronics\POR_032.jpg,overexposure,high
degraded\portable_electronics\092_bad_crop_low.jpg,originals\portable_electronics\POR_032.jpg,bad_crop,low
degraded\portable_electronics\092_bad_crop_medium.jpg,originals\portable_electronics\POR_032.jpg,bad_crop,medium
degraded\portable_electronics\092_bad_crop_high.jpg,originals\portable_electronics\POR_032.jpg,bad_crop,high
degraded\portable_electronics\092_lowres_low.jpg,originals\portable_electronics\POR_032.jpg,lowres,low
degraded\portable_electronics\092_lowres_medium.jpg,originals\portable_electronics\POR_032.jpg,lowres,medium
degraded\portable_electronics\092_lowres_high.jpg,originals\portable_electronics\POR_032.jpg,lowres,high
degraded\portable_electronics\092_jpeg_low.jpg,originals\portable_electronics\POR_032.jpg,jpeg,low
degraded\portable_electronics\092_jpeg_medium.jpg,originals\portable_electronics\POR_032.jpg,jpeg,medium
degraded\portable_electronics\092_jpeg_high.jpg,originals\portable_electronics\POR_032.jpg,jpeg,high
degraded\portable_electronics\093_blur_low.jpg,originals\portable_electronics\POR_033.jpg,blur,low
degraded\portable_electronics\093_blur_medium.jpg,originals\portable_electronics\POR_033.jpg,blur,medium
degraded\portable_electronics\093_blur_high.jpg,originals\portable_electronics\POR_033.jpg,blur,high
degraded\portable_electronics\093_underexposure_low.jpg,originals\portable_electronics\POR_033.jpg,underexposure,low
degraded\portable_electronics\093_underexposure_medium.jpg,originals\portable_electronics\POR_033.jpg,underexposure,medium
degraded\portable_electronics\093_underexposure_high.jpg,originals\portable_electronics\POR_033.jpg,underexposure,high
degraded\portable_electronics\093_overexposure_low.jpg,originals\portable_electronics\POR_033.jpg,overexposure,low
degraded\portable_electronics\093_overexposure_medium.jpg,originals\portable_electronics\POR_033.jpg,overexposure,medium
degraded\portable_electronics\093_overexposure_high.jpg,originals\portable_electronics\POR_033.jpg,overexposure,high
degraded\portable_electronics\093_bad_crop_low.jpg,originals\portable_electronics\POR_033.jpg,bad_crop,low
degraded\portable_electronics\093_bad_crop_medium.jpg,originals\portable_electronics\POR_033.jpg,bad_crop,medium
degraded\portable_electronics\093_bad_crop_high.jpg,originals\portable_electronics\POR_033.jpg,bad_crop,high
degraded\portable_electronics\093_lowres_low.jpg,originals\portable_electronics\POR_033.jpg,lowres,low
degraded\portable_electronics\093_lowres_medium.jpg,originals\portable_electronics\POR_033.jpg,lowres,medium
degraded\portable_electronics\093_lowres_high.jpg,originals\portable_electronics\POR_033.jpg,lowres,high
degraded\portable_electronics\093_jpeg_low.jpg,originals\portable_electronics\POR_033.jpg,jpeg,low
degraded\portable_electronics\093_jpeg_medium.jpg,originals\portable_electronics\POR_033.jpg,jpeg,medium
degraded\portable_electronics\093_jpeg_high.jpg,originals\portable_electronics\POR_033.jpg,jpeg,high
degraded\portable_electronics\094_blur_low.jpg,originals\portable_electronics\POR_034.jpg,blur,low
degraded\portable_electronics\094_blur_medium.jpg,originals\portable_electronics\POR_034.jpg,blur,medium
degraded\portable_electronics\094_blur_high.jpg,originals\portable_electronics\POR_034.jpg,blur,high
degraded\portable_electronics\094_underexposure_low.jpg,originals\portable_electronics\POR_034.jpg,underexposure,low
degraded\portable_electronics\094_underexposure_medium.jpg,originals\portable_electronics\POR_034.jpg,underexposure,medium
degraded\portable_electronics\094_underexposure_high.jpg,originals\portable_electronics\POR_034.jpg,underexposure,high
degraded\portable_electronics\094_overexposure_low.jpg,originals\portable_electronics\POR_034.jpg,overexposure,low
degraded\portable_electronics\094_overexposure_medium.jpg,originals\portable_electronics\POR_034.jpg,overexposure,medium
degraded\portable_electronics\094_overexposure_high.jpg,originals\portable_electronics\POR_034.jpg,overexposure,high
degraded\portable_electronics\094_bad_crop_low.jpg,originals\portable_electronics\POR_034.jpg,bad_crop,low
degraded\portable_electronics\094_bad_crop_medium.jpg,originals\portable_electronics\POR_034.jpg,bad_crop,medium
degraded\portable_electronics\094_bad_crop_high.jpg,originals\portable_electronics\POR_034.jpg,bad_crop,high
degraded\portable_electronics\094_lowres_low.jpg,originals\portable_electronics\POR_034.jpg,lowres,low
degraded\portable_electronics\094_lowres_medium.jpg,originals\portable_electronics\POR_034.jpg,lowres,medium
degraded\portable_electronics\094_lowres_high.jpg,originals\portable_electronics\POR_034.jpg,lowres,high
degraded\portable_electronics\094_jpeg_low.jpg,originals\portable_electronics\POR_034.jpg,jpeg,low
degraded\portable_electronics\094_jpeg_medium.jpg,originals\portable_electronics\POR_034.jpg,jpeg,medium
degraded\portable_electronics\094_jpeg_high.jpg,originals\portable_electronics\POR_034.jpg,jpeg,high
degraded\portable_electronics\095_blur_low.jpg,originals\portable_electronics\POR_035.jpg,blur,low
degraded\portable_electronics\095_blur_medium.jpg,originals\portable_electronics\POR_035.jpg,blur,medium
